n,t,run diff,run intersection size,random pair intersection size,max diff alter,max diff alter intersection size,min diff alter,min diff alter intersection size
100,4,0,70,110,6,70,0,144
100,4,0,50,110,4,70,0,130
100,4,0,36,200,8,70,0,206
100,4,0,50,90,3,70,0,64
100,4,0,50,30,3,50,0,70
100,4,0,50,150,3,70,0,50
100,4,0,36,70,4,70,0,36
100,4,0,70,120,5,70,0,180
100,4,0,70,92,4,50,0,50
100,4,0,50,70,2,134,0,78
100,4,0,70,50,4,50,0,142
100,4,0,70,70,3,50,0,70
100,4,0,50,150,3,70,0,70
100,4,0,50,70,4,50,0,22
100,4,0,50,36,4,50,0,78
100,4,0,50,70,6,200,0,30
100,4,0,70,70,4,50,0,86
100,4,0,50,56,4,50,0,228
100,4,0,50,116,3,70,0,50
100,4,0,70,50,4,110,0,174
100,4,0,70,50,5,70,0,64
100,4,0,30,120,1,50,0,109
100,4,0,50,150,4,50,0,50
100,4,0,50,85,2,70,0,50
100,4,0,70,50,4,90,0,158
100,4,0,70,50,4,50,0,50
100,4,0,70,50,5,50,0,26
100,4,0,70,90,5,70,0,110
100,4,0,70,70,3,50,0,50
100,4,0,50,170,5,190,0,170
100,4,0,50,70,5,50,0,22
100,4,0,70,70,5,70,0,130
100,4,0,36,70,7,170,0,90
100,4,0,50,64,4,70,0,204
100,4,0,70,50,3,70,0,70
100,4,0,50,50,4,70,0,110
100,4,0,50,64,3,70,0,36
100,4,0,36,90,2,50,0,50
100,4,0,70,130,7,50,0,50
100,4,0,50,50,3,70,0,70
100,4,0,50,50,1,50,0,210
100,4,0,70,50,3,50,0,70
100,4,0,50,70,4,110,0,57
100,4,0,70,90,4,70,0,50
100,4,2,36,70,8,70,0,242
100,4,0,70,90,5,70,0,106
100,4,0,50,170,3,259,0,170
100,4,0,50,50,7,70,0,174
100,4,0,50,50,6,180,0,80
100,4,0,50,70,2,110,0,90
100,4,0,50,116,4,106,0,80
100,4,0,70,50,6,130,0,70
100,4,0,50,36,3,90,0,168
100,4,0,70,110,5,70,0,64
100,4,0,70,70,5,50,0,64
100,4,0,70,78,1,70,0,50
100,4,0,70,36,6,70,0,36
100,4,0,30,50,3,142,0,78
100,4,0,50,110,6,70,0,78
100,4,0,70,70,3,70,0,50
100,4,0,70,70,7,70,0,150
100,4,0,70,110,4,150,0,142
100,4,0,70,70,4,70,0,90
100,4,0,70,50,4,160,0,130
100,4,0,50,50,3,230,0,130
100,4,0,70,90,2,70,0,70
100,4,0,50,110,3,130,0,70
100,4,0,50,110,3,70,0,64
100,4,0,50,70,4,90,0,36
100,4,0,70,70,5,70,0,166
100,4,0,50,70,4,78,0,50
100,4,0,70,50,5,50,0,130
100,4,0,50,50,2,36,0,50
100,4,0,70,50,2,90,0,50
100,4,0,50,70,4,180,0,36
100,4,0,70,70,2,50,0,70
100,4,0,50,50,6,50,0,78
100,4,0,30,50,4,36,0,36
100,4,0,36,50,3,130,0,70
100,4,0,22,70,5,70,0,70
100,4,0,50,70,5,50,0,30
100,4,0,50,170,6,50,0,70
100,4,2,70,70,8,70,0,70
100,4,0,70,142,6,240,0,170
100,4,0,70,50,2,70,0,50
100,4,0,30,70,4,50,0,64
100,4,0,70,36,4,70,0,130
100,4,0,70,90,5,70,0,50
100,4,0,70,80,5,70,0,50
100,4,0,70,70,4,70,0,116
100,4,0,50,70,5,50,0,50
100,4,0,70,70,7,50,0,92
100,4,0,70,70,5,50,0,70
100,4,0,70,90,4,70,0,78
100,4,0,70,70,6,50,0,70
100,4,0,50,70,6,70,0,70
100,4,0,70,50,4,70,0,155
100,4,0,70,70,4,106,0,50
100,4,0,70,64,9,70,0,70
100,4,0,50,78,8,70,0,92
100,4,0,70,70,3,70,0,90
100,4,0,50,102,6,50,0,130
100,4,0,70,150,4,70,0,64
100,4,0,70,50,2,50,0,130
100,4,0,50,70,6,50,0,50
100,4,0,50,70,2,36,0,78
100,4,0,50,70,3,70,0,78
100,4,0,36,110,6,70,0,160
100,4,0,50,110,4,70,0,90
100,4,0,50,50,3,140,0,70
100,4,0,30,160,2,70,0,70
100,4,0,36,50,4,70,0,50
100,4,0,70,92,4,160,0,90
100,4,0,70,170,2,50,0,70
100,4,0,50,36,4,85,0,110
100,4,0,50,50,2,36,0,46
100,4,0,70,70,7,78,0,110
100,4,0,70,64,5,90,0,50
100,4,0,70,70,3,50,0,50
100,4,0,70,50,4,70,0,70
100,4,0,30,70,8,70,0,50
100,4,0,70,50,4,50,0,92
100,4,0,50,50,3,70,0,36
100,4,0,50,70,5,90,0,90
100,4,0,70,50,4,440,0,200
100,4,0,70,70,7,90,0,50
100,4,0,70,70,5,70,0,50
100,4,0,50,70,4,36,0,70
100,4,0,50,50,5,50,0,70
100,4,0,50,50,6,70,0,92
100,4,0,50,50,4,421,0,50
100,4,0,50,92,4,70,0,106
100,4,0,50,70,5,70,0,70
100,4,0,30,92,4,70,0,140
100,4,0,70,110,7,90,0,64
100,4,0,70,92,4,50,0,140
100,4,0,70,90,7,70,0,240
100,4,0,50,70,3,120,0,70
100,4,0,70,36,7,70,0,70
100,4,0,50,150,7,70,0,36
100,4,0,50,70,6,70,0,150
100,4,0,70,50,7,130,0,110
100,4,0,36,70,2,110,0,50
100,4,0,70,90,5,50,0,106
100,4,0,70,110,4,50,0,50
100,4,0,50,90,6,50,0,78
100,4,0,70,130,5,206,0,150
100,4,0,50,70,4,70,0,50
100,4,0,36,376,4,70,0,50
100,4,0,50,30,4,70,0,70
100,4,0,70,70,3,50,0,50
100,4,0,70,70,4,150,0,70
100,4,0,70,106,5,64,0,50
100,4,0,70,50,3,70,0,50
100,4,0,36,70,3,70,0,36
100,4,0,70,70,2,70,0,70
100,4,0,70,64,4,130,0,144
100,4,0,70,130,9,78,0,36
100,4,0,70,90,7,260,0,150
100,4,0,30,36,3,70,0,70
100,4,0,50,90,7,90,0,130
100,4,0,70,70,5,70,0,78
100,4,0,50,70,5,70,0,64
100,4,0,70,70,2,70,0,150
100,4,0,50,64,6,70,0,36
100,4,0,70,110,5,70,0,50
100,4,0,70,70,7,150,0,90
100,4,0,36,50,5,70,0,70
100,4,0,50,50,4,170,0,70
100,4,0,70,70,4,84,0,50
100,4,0,70,150,4,70,0,92
100,4,0,70,70,6,70,0,90
100,4,0,30,70,3,50,0,120
100,4,0,70,110,6,90,0,259
100,4,0,70,50,7,50,0,36
100,4,0,50,70,5,70,0,90
100,4,0,70,92,6,70,0,130
100,4,0,50,90,2,86,0,78
100,4,0,70,30,2,90,0,70
100,4,0,70,50,8,50,0,238
100,4,0,36,50,4,36,0,50
100,4,0,50,70,3,50,0,70
100,4,0,70,168,4,70,0,70
100,4,0,50,110,8,70,0,200
100,4,0,50,70,6,70,0,50
100,4,0,50,110,4,180,0,70
100,4,0,70,142,3,166,0,206
100,4,0,36,110,3,70,0,70
100,4,0,50,50,2,90,0,64
100,4,0,70,50,3,160,0,168
100,4,0,50,70,8,70,0,50
100,4,0,70,70,9,70,0,90
100,4,0,70,130,2,190,0,36
100,4,0,50,70,3,140,0,70
100,4,0,50,70,5,130,0,92
100,4,0,36,70,5,70,0,70
100,4,0,50,90,7,90,0,64
100,4,0,70,70,3,50,0,70
100,4,0,70,92,6,50,0,130
100,4,0,30,90,4,70,0,50
100,4,0,70,50,2,70,0,50
100,4,0,30,50,4,200,0,130
100,4,0,50,70,5,70,0,198
100,4,0,50,50,5,70,0,70
100,4,0,36,90,5,70,0,50
100,4,0,70,64,5,127,0,144
100,4,0,30,16,2,70,0,110
100,4,0,50,283,5,70,0,70
100,4,0,70,50,3,50,0,106
100,4,0,70,50,5,70,0,100
100,4,0,50,70,4,70,0,168
100,4,0,70,70,4,180,0,160
100,4,0,50,339,5,90,0,50
100,4,0,36,210,7,50,0,36
100,4,0,50,50,3,110,0,70
100,4,0,50,70,5,70,0,70
100,4,0,70,90,4,70,0,70
100,4,0,36,70,7,70,0,50
100,4,0,50,90,3,70,0,110
100,4,0,50,36,6,70,0,174
100,4,0,70,120,7,50,0,50
100,5,0,182,232,7,287,0,360
100,5,1,182,462,5,182,0,1096
100,5,0,182,182,4,252,0,204
100,5,0,182,252,5,252,0,232
100,5,0,182,182,7,252,0,132
100,5,0,132,252,5,702,0,132
100,5,0,252,392,3,392,0,182
100,5,0,82,282,5,132,0,497
100,5,0,112,182,5,322,0,577
100,5,0,252,252,7,252,0,392
100,5,0,182,132,7,182,0,252
100,5,0,132,412,4,232,0,232
100,5,0,182,516,4,132,0,82
100,5,0,182,132,4,392,0,332
100,5,0,182,182,4,2202,0,567
100,5,0,96,667,6,232,0,332
100,5,0,182,182,6,332,0,282
100,5,0,182,132,6,182,0,132
100,5,0,182,392,4,252,0,372
100,5,0,252,432,4,132,0,322
100,5,0,182,672,9,532,0,392
100,5,2,462,182,4,462,0,182
100,5,0,132,232,5,287,0,182
100,5,0,182,182,4,182,0,182
100,5,0,252,532,6,252,0,252
100,5,0,132,322,4,252,0,132
100,5,0,252,252,6,202,0,182
100,5,0,182,399,4,282,0,516
100,5,0,132,252,3,532,0,782
100,5,0,182,322,6,1172,0,322
100,5,0,182,612,2,322,0,367
100,5,1,182,514,3,672,0,296
100,5,0,182,252,4,1697,0,772
100,5,0,252,742,4,182,0,392
100,5,0,252,322,3,475,0,112
100,5,0,182,232,6,322,0,382
100,5,0,112,382,3,392,0,252
100,5,0,182,328,2,412,0,232
100,5,0,252,132,7,252,0,252
100,5,0,182,587,3,252,0,322
100,5,0,132,322,6,252,0,182
100,5,0,132,322,5,532,0,182
100,5,0,252,322,3,392,0,462
100,5,2,252,742,3,182,0,357
100,5,0,182,997,6,132,0,108
100,5,0,132,382,7,252,0,252
100,5,0,182,392,3,462,0,132
100,5,0,182,182,7,637,0,477
100,5,0,182,252,5,182,0,232
100,5,0,182,252,4,240,0,132
100,5,0,182,182,6,672,0,182
100,5,0,252,462,3,982,0,252
100,5,0,182,182,4,252,0,132
100,5,0,182,252,4,322,0,182
100,5,0,112,182,3,182,0,252
100,5,0,112,462,2,182,0,762
100,5,0,252,132,6,507,0,642
100,5,0,182,412,4,1267,0,182
100,5,0,252,182,6,592,0,1167
100,5,0,132,812,6,132,0,182
100,5,0,182,252,7,182,0,252
100,5,0,252,592,5,707,0,252
100,5,0,252,232,5,402,0,182
100,5,0,132,132,3,257,0,282
100,5,0,252,462,4,438,0,282
100,5,0,182,252,6,252,0,322
100,5,0,252,232,6,252,0,229
100,5,0,112,527,4,112,0,132
100,5,0,182,132,4,132,0,1340
100,5,0,182,232,6,777,0,232
100,5,0,252,322,4,252,0,392
100,5,0,96,557,4,252,0,722
100,5,0,182,182,2,252,0,182
100,5,2,104,182,3,232,0,182
100,5,0,182,132,9,182,0,360
100,5,0,132,182,7,252,0,252
100,5,0,182,182,2,282,0,322
100,5,0,182,232,6,182,0,722
100,5,0,252,182,4,204,0,252
100,5,0,82,700,3,252,0,252
100,5,0,132,132,6,252,0,232
100,5,0,252,534,4,182,0,838
100,5,0,132,232,4,252,0,257
100,5,0,182,2316,3,240,0,182
100,5,0,182,612,3,392,0,282
100,5,0,252,502,3,182,0,252
100,5,0,182,132,3,232,0,262
100,5,0,182,182,5,252,0,412
100,5,0,132,257,9,182,0,132
100,5,0,132,707,6,252,0,112
100,5,0,252,312,3,132,0,608
100,5,0,252,252,5,252,0,502
100,5,0,182,182,10,917,0,649
100,5,0,252,917,5,182,0,252
100,5,0,252,182,7,252,0,182
100,5,0,252,532,5,252,0,392
100,5,0,182,882,7,252,0,332
100,5,0,252,644,6,252,0,322
100,5,0,182,322,4,462,0,257
100,5,0,182,182,4,672,0,132
100,5,2,252,982,12,132,0,182
100,5,0,182,252,4,252,0,282
100,5,0,132,112,4,322,0,412
100,5,0,252,942,3,182,0,148
100,5,0,132,182,3,252,0,700
100,5,0,82,252,2,322,0,232
100,5,0,132,182,5,282,0,462
100,5,0,182,407,5,132,0,392
100,5,0,182,182,7,382,0,232
100,5,0,82,229,3,322,0,687
100,5,0,182,287,4,637,0,462
100,5,0,182,637,5,497,0,427
100,5,0,112,182,4,532,0,132
100,5,0,112,567,12,1127,0,742
100,5,0,132,168,2,252,0,252
100,5,0,82,322,3,432,0,832
100,5,0,132,592,3,252,0,252
100,5,0,112,392,4,602,0,612
100,5,0,182,182,8,182,0,182
100,5,0,182,322,6,252,0,168
100,5,0,182,182,7,252,0,832
100,5,0,182,296,3,182,0,132
100,5,0,252,232,5,252,0,252
100,5,0,182,182,5,682,0,132
100,5,0,182,82,7,282,0,132
100,5,0,182,612,4,104,0,367
100,5,2,252,532,5,252,0,182
100,5,0,96,322,3,132,0,252
100,5,0,182,332,4,282,0,226
100,5,0,82,182,8,132,0,104
100,5,0,182,132,5,182,0,522
100,5,0,252,182,4,322,0,322
100,5,0,82,232,3,132,0,132
100,5,2,132,182,12,282,0,132
100,5,0,252,592,3,132,0,502
100,5,0,252,182,4,132,0,182
100,5,0,182,282,6,182,0,496
100,5,0,132,252,5,360,0,282
100,5,0,182,132,4,332,0,700
100,5,0,182,532,3,182,0,516
100,5,0,132,182,5,182,0,722
100,5,0,252,182,6,392,0,462
100,5,0,182,307,3,132,0,592
100,5,0,60,536,6,322,0,789
100,5,0,252,112,7,252,0,252
100,5,0,82,252,6,707,0,497
100,5,0,132,182,7,182,0,132
100,5,0,132,672,4,322,0,252
100,5,0,96,322,3,392,0,296
100,5,0,62,62,3,252,0,182
100,5,0,252,252,5,252,0,322
100,5,0,182,322,4,457,0,282
100,5,0,252,232,6,132,0,182
100,5,0,182,322,3,252,0,332
100,5,0,252,252,5,557,0,516
100,5,0,82,412,3,182,0,322
100,5,0,182,252,9,207,0,322
100,5,0,132,332,3,132,0,322
100,5,0,182,322,4,132,0,282
100,5,0,182,182,6,332,0,322
100,5,0,252,182,7,252,0,182
100,5,0,82,232,4,182,0,302
100,5,0,182,182,2,412,0,412
100,5,0,252,182,4,1287,0,322
100,5,0,182,462,4,1032,0,917
100,5,0,182,182,5,612,0,182
100,5,0,182,377,5,232,0,392
100,5,0,182,252,5,182,0,608
100,5,0,182,182,9,252,0,392
100,5,0,112,132,7,282,0,532
100,5,0,132,382,5,602,0,182
100,5,0,182,502,5,182,0,182
100,5,0,112,392,6,602,0,252
100,5,0,182,132,5,292,0,571
100,5,0,182,573,5,207,0,592
100,5,0,252,82,3,252,0,182
100,5,0,182,322,7,252,0,392
100,5,0,252,322,5,798,0,392
100,5,0,132,252,3,357,0,322
100,5,0,252,252,7,1207,0,382
100,5,0,182,532,4,607,0,282
100,5,0,46,282,7,252,0,182
100,5,0,112,282,3,142,0,132
100,5,0,182,182,5,182,0,232
100,5,0,182,1432,4,637,0,172
100,5,0,252,62,4,182,0,82
100,5,0,96,182,6,282,0,172
100,5,0,132,232,4,232,0,168
100,5,0,182,754,8,252,0,1070
100,5,0,132,672,3,132,0,168
100,5,0,252,182,4,252,0,662
100,5,0,252,252,4,392,0,412
100,5,0,252,252,4,722,0,424
100,5,0,182,282,3,252,0,232
100,5,0,82,232,8,182,0,533
100,5,0,182,322,9,392,0,252
100,5,0,182,332,5,382,0,252
100,5,0,132,132,6,907,0,132
100,5,0,82,182,2,382,0,232
100,5,0,132,182,3,132,0,287
100,5,0,252,282,4,412,0,182
100,5,0,252,182,4,132,0,322
100,5,0,82,457,3,322,0,412
100,5,0,182,252,3,252,0,322
100,5,0,182,367,2,182,0,232
100,5,0,182,182,5,182,0,602
100,5,0,132,168,3,232,0,392
100,5,0,252,376,3,182,0,252
100,5,0,252,252,3,332,0,462
100,5,0,252,182,5,182,0,207
100,5,0,182,257,3,392,0,586
100,5,0,252,252,5,252,0,132
100,5,0,252,182,7,182,0,672
100,5,0,182,182,4,507,0,997
100,5,0,38,182,4,172,0,332
100,5,0,132,252,4,252,0,252
100,5,0,182,252,8,382,0,252
100,5,0,132,502,3,392,0,232
100,5,0,182,322,6,132,0,252
100,5,0,182,532,2,182,0,142
100,5,0,182,462,3,322,0,182
100,5,0,182,252,6,182,0,182
100,5,0,182,132,5,1251,0,282
100,5,0,182,132,7,182,0,332
100,5,0,132,322,3,252,0,132
100,5,0,182,637,5,182,0,379
100,5,0,252,322,2,182,0,322
100,5,2,132,252,6,777,0,132
100,5,0,182,602,4,252,0,322
100,5,0,82,392,3,182,0,852
100,5,0,182,182,3,252,0,182
100,5,0,96,322,5,132,0,322
100,5,0,112,672,4,182,0,132
100,5,0,252,182,3,462,0,182
100,5,0,252,322,4,132,0,252
100,5,0,132,322,5,392,0,757
100,5,0,82,112,7,532,0,182
100,5,0,182,232,7,412,0,682
100,5,0,252,252,8,182,0,182
100,5,0,182,182,4,462,0,132
100,5,0,112,132,6,252,0,462
100,5,0,252,252,3,132,0,168
100,5,0,182,322,6,252,0,462
100,5,0,252,792,4,232,0,332
100,5,0,182,252,4,707,0,322
100,5,2,252,812,7,322,0,360
100,5,0,132,282,2,252,0,182
100,5,0,132,132,4,82,0,60
100,5,0,182,232,2,312,0,232
100,5,0,132,252,8,182,0,392
100,5,0,182,582,3,132,0,207
100,5,2,182,112,11,1302,0,1567
100,5,0,252,532,5,182,0,252
100,5,0,182,182,6,182,0,240
100,5,1,182,252,6,252,0,132
100,5,0,252,252,3,232,0,502
100,5,0,182,252,5,252,0,282
100,5,0,252,462,3,647,0,651
100,5,0,252,182,7,168,0,182
100,5,0,182,812,4,322,0,392
100,5,0,132,132,3,462,0,182
100,5,0,62,602,8,357,0,182
100,5,0,182,252,4,232,0,637
100,5,0,252,672,4,907,0,322
100,5,0,252,252,10,182,0,182
100,5,0,252,182,4,132,0,462
100,5,0,96,46,4,132,0,722
100,5,0,182,182,6,532,0,592
100,5,0,182,252,9,392,0,232
100,5,0,182,182,2,82,0,482
100,5,0,132,282,5,392,0,832
100,5,0,252,282,3,252,0,392
100,5,0,132,82,4,252,0,182
100,5,0,182,252,4,282,0,202
100,5,0,182,382,7,2257,0,847
100,5,0,182,532,5,959,0,682
100,5,0,112,182,7,252,0,182
100,5,0,96,204,4,392,0,252
100,5,0,82,232,4,282,0,282
100,5,0,182,322,5,777,0,232
100,5,0,252,427,5,517,0,663
100,5,0,252,252,4,392,0,232
100,5,0,182,132,6,252,0,637
100,5,0,252,132,4,392,0,182
100,5,0,182,112,4,96,0,132
100,5,0,182,132,4,392,0,252
100,5,2,132,182,8,252,0,502
100,5,0,132,322,5,502,0,392
100,5,0,252,182,13,252,0,432
100,5,2,252,232,6,182,0,532
100,5,0,132,132,5,252,0,182
100,5,0,132,252,4,132,0,182
100,5,0,132,252,5,637,0,252
100,5,0,252,332,4,502,0,322
100,5,0,132,322,4,282,0,182
100,5,0,182,252,3,182,0,182
100,5,0,182,232,7,60,0,132
100,5,0,182,182,4,182,0,282
100,5,0,182,82,6,307,0,132
100,5,0,182,112,3,322,0,462
100,5,0,252,322,5,232,0,412
100,5,0,182,582,5,112,0,282
100,5,0,82,252,4,252,0,240
100,5,0,252,232,6,232,0,322
100,5,0,252,287,6,608,0,608
100,5,0,182,462,2,232,0,562
100,5,0,182,252,7,407,0,132
100,5,0,96,260,5,112,0,148
100,5,0,182,322,3,322,0,1166
100,5,0,252,207,5,312,0,594
100,5,0,252,322,6,322,0,182
100,5,0,182,182,2,252,0,392
100,5,0,252,282,6,672,0,282
100,5,0,132,483,5,182,0,94
100,5,0,182,252,4,182,0,502
100,5,0,252,322,6,482,0,322
100,5,0,182,182,3,262,0,540
100,5,0,182,906,7,182,0,567
100,5,0,182,424,4,182,0,462
100,5,0,132,132,4,252,0,252
100,5,0,252,182,6,132,0,282
100,5,0,252,182,5,322,0,592
100,5,0,132,112,6,132,0,82
100,5,0,252,182,11,182,0,462
100,5,0,182,182,3,182,0,252
100,5,0,182,112,2,282,0,252
100,5,0,182,252,5,532,0,392
100,5,0,182,252,5,182,0,497
100,5,0,252,252,3,462,0,252
100,5,0,252,322,3,182,0,257
100,5,0,182,132,2,132,0,132
100,5,0,132,502,5,1230,0,252
100,5,0,182,322,7,1382,0,502
100,5,0,182,322,5,322,0,182
100,5,0,96,182,5,252,0,392
100,5,0,132,252,5,332,0,462
100,5,0,132,132,6,252,0,252
100,5,0,182,232,3,462,0,252
100,5,0,82,132,5,182,0,282
100,5,0,182,307,4,132,0,96
100,5,0,96,112,7,847,0,202
100,5,0,132,232,3,142,0,322
100,5,0,96,132,4,232,0,182
100,5,0,182,232,4,682,0,252
100,5,0,132,232,9,637,0,182
100,5,0,182,462,6,282,0,182
100,5,0,112,654,4,252,0,392
100,5,0,182,252,6,252,0,382
100,5,0,82,392,4,777,0,132
100,5,0,38,232,6,182,0,392
100,5,0,82,252,3,252,0,462
100,5,0,182,412,4,392,0,282
100,5,0,252,252,5,252,0,332
100,5,0,182,282,8,182,0,252
100,5,0,82,312,3,252,0,392
100,5,2,182,182,4,182,0,462
100,5,0,132,332,5,392,0,602
100,5,0,132,96,6,322,0,682
100,5,0,182,132,5,392,0,462
100,5,0,82,182,4,777,0,382
100,5,2,182,382,7,707,0,516
100,5,0,182,252,3,182,0,532
100,5,0,112,182,5,532,0,282
100,5,0,182,182,3,322,0,232
100,5,0,132,357,6,267,0,528
100,5,0,132,132,4,182,0,517
100,5,0,182,322,3,204,0,392
100,5,0,252,538,4,282,0,322
100,5,0,252,332,4,112,0,112
100,5,0,82,96,5,182,0,462
100,5,0,182,282,7,182,0,132
100,5,0,182,82,5,252,0,207
100,5,0,182,252,5,1437,0,1584
100,5,0,96,252,4,252,0,232
100,5,0,132,497,3,182,0,387
100,5,0,112,1432,4,252,0,132
100,5,0,182,252,10,112,0,186
100,5,0,182,252,4,632,0,252
100,5,0,132,392,7,132,0,252
100,5,0,112,322,3,942,0,555
100,5,0,132,207,5,392,0,252
100,5,0,96,252,3,282,0,336
100,5,0,182,252,6,507,0,96
100,5,0,132,412,4,252,0,322
100,5,0,182,392,4,392,0,182
100,5,0,182,942,4,457,0,96
100,5,0,96,96,2,132,0,132
100,5,0,252,1282,6,777,0,547
100,5,0,182,252,3,252,0,332
100,5,0,132,182,4,322,0,701
100,5,0,252,252,10,252,0,252
100,5,2,322,482,7,182,0,182
100,5,0,132,182,5,182,0,360
100,5,0,132,252,2,132,0,182
100,5,0,82,1600,5,252,0,182
100,5,0,182,672,3,332,0,332
100,5,0,112,462,8,182,0,1272
100,5,0,132,112,4,252,0,766
100,5,0,182,182,4,132,0,132
100,5,0,182,112,3,322,0,322
100,5,0,252,182,5,789,0,252
100,5,0,182,332,3,567,0,462
100,5,0,182,360,4,1047,0,182
100,5,0,82,240,4,767,0,682
100,5,0,182,182,7,252,0,182
100,5,2,252,252,3,1141,0,132
100,5,0,252,282,6,182,0,232
100,5,0,132,252,6,252,0,462
100,5,0,182,132,4,182,0,204
100,5,0,112,232,4,282,0,232
100,5,0,132,357,5,132,0,142
100,5,0,252,182,4,307,0,592
100,5,0,182,252,4,182,0,96
100,5,0,182,182,5,392,0,282
100,5,0,252,672,4,252,0,322
100,5,0,182,322,8,182,0,182
100,5,0,112,182,5,1432,0,332
100,5,0,132,182,5,142,0,567
100,5,0,132,282,12,1162,0,252
100,5,0,182,827,6,182,0,667
100,5,0,252,307,5,327,0,252
100,5,0,96,232,2,252,0,252
100,5,0,252,168,2,502,0,252
100,5,0,252,322,5,252,0,287
100,5,0,182,722,6,182,0,214
100,5,0,182,462,5,182,0,332
100,5,2,112,182,5,382,0,182
100,5,0,132,731,4,182,0,182
100,5,0,132,182,4,182,0,132
100,5,0,182,182,2,592,0,252
100,5,0,182,621,4,252,0,805
100,5,0,252,252,4,252,0,462
100,5,0,112,182,4,252,0,322
100,5,0,182,382,3,502,0,587
100,5,0,252,182,3,132,0,722
100,5,0,252,462,8,182,0,182
100,5,0,132,2097,10,252,0,392
100,5,0,252,392,5,182,0,462
100,5,0,132,252,4,252,0,322
100,5,0,132,82,3,407,0,182
100,5,0,132,322,3,722,0,252
100,5,0,132,322,5,252,0,462
100,5,0,132,332,5,378,0,182
100,5,0,252,412,5,392,0,360
100,5,0,132,462,3,182,0,142
100,5,0,182,382,4,802,0,182
100,5,0,252,282,3,462,0,424
100,5,0,132,232,3,322,0,322
100,5,0,182,182,4,252,0,462
100,5,0,252,182,8,252,0,432
100,5,0,182,182,5,392,0,182
100,5,0,182,252,2,252,0,232
100,5,0,132,96,6,462,0,252
100,5,0,182,532,6,332,0,832
100,5,0,132,182,4,182,0,182
100,5,0,252,252,5,252,0,332
100,5,0,252,322,3,524,0,182
100,5,0,182,322,5,2855,0,567
100,5,0,82,182,4,252,0,382
100,5,0,132,252,5,392,0,1132
100,5,0,132,252,4,182,0,232
100,5,0,252,252,4,412,0,392
100,5,0,252,252,6,252,0,132
100,5,0,182,32,4,182,0,252
100,5,2,132,252,5,262,0,232
100,5,0,132,252,4,182,0,132
100,5,0,182,122,9,132,0,132
100,5,0,182,182,3,182,0,322
100,5,0,252,182,4,252,0,252
100,5,0,252,322,7,502,0,1505
100,5,0,182,252,6,252,0,332
100,5,0,82,392,5,148,0,372
100,5,0,182,132,8,252,0,322
100,5,0,112,182,5,282,0,232
100,5,0,132,182,4,392,0,825
100,5,0,182,252,5,366,0,532
100,5,0,112,252,6,252,0,182
100,5,0,82,82,6,252,0,592
100,5,0,132,182,4,232,0,526
100,5,0,182,182,6,392,0,202
100,5,0,132,122,3,252,0,182
100,5,0,132,405,4,112,0,112
100,5,0,182,672,3,482,0,357
100,5,0,182,252,5,232,0,296
100,5,0,132,357,5,182,0,462
100,5,0,182,232,3,182,0,557
100,5,0,82,182,2,132,0,182
100,5,0,96,357,3,182,0,252
100,5,0,182,132,3,322,0,252
100,5,0,182,252,3,112,0,132
100,5,0,182,237,2,432,0,232
100,5,0,62,252,3,252,0,322
100,5,0,112,644,5,182,0,60
100,5,0,252,322,4,252,0,232
100,5,0,252,462,7,427,0,182
100,5,0,252,132,5,507,0,232
100,5,0,132,637,6,532,0,182
100,5,0,182,462,3,322,0,332
100,5,0,252,252,4,232,0,772
100,5,0,252,182,6,252,0,182
