n,t,run diff,run intersection size,random pair intersection size,max diff alter,max diff alter intersection size,min diff alter,min diff alter intersection size
100,3,0,20,20,4,14,0,20
100,3,0,20,14,5,20,0,26
100,3,0,20,20,6,20,0,14
100,3,0,20,20,4,20,0,14
100,3,0,20,14,4,20,0,14
100,3,0,20,20,5,20,0,14
100,3,0,20,20,1,20,0,14
100,3,0,14,20,3,26,0,20
100,3,0,20,20,3,20,0,14
100,3,0,14,20,3,20,0,20
100,3,0,20,14,5,71,0,20
100,3,0,14,14,2,32,0,8
100,3,0,20,20,6,20,0,20
100,3,0,20,20,4,20,0,20
100,3,0,20,20,4,14,0,26
100,3,0,20,20,3,20,0,20
100,3,0,20,20,6,20,0,14
100,3,0,20,50,4,14,0,50
100,3,0,20,20,5,14,0,10
100,3,0,20,20,6,20,0,20
100,3,0,20,14,4,20,0,20
100,3,0,14,20,3,20,0,20
100,3,0,14,20,2,20,0,20
100,3,0,20,32,4,20,0,32
100,3,0,20,20,7,14,0,32
100,3,0,14,20,4,20,0,44
100,3,0,14,38,7,20,0,14
100,3,0,20,20,9,20,0,20
100,3,0,14,20,6,20,0,20
100,3,0,10,20,3,20,0,14
100,3,0,20,56,5,14,0,18
100,3,0,14,20,3,26,0,32
100,3,0,20,20,2,20,0,44
100,3,0,20,14,7,20,0,65
100,3,0,20,20,7,20,0,20
100,3,0,20,20,4,20,0,14
100,3,0,14,20,4,20,0,20
100,3,0,20,20,4,14,0,22
100,3,0,10,14,4,20,0,20
100,3,0,20,20,6,20,0,32
100,3,0,20,20,4,20,0,20
100,3,0,14,14,3,20,0,14
100,3,0,14,14,6,20,0,59
100,3,0,14,44,6,20,0,20
100,3,0,14,20,6,20,0,35
100,3,0,20,20,4,20,0,14
100,3,0,20,32,5,20,0,20
100,3,0,14,20,5,14,0,32
100,3,0,14,20,3,32,0,20
100,3,0,20,20,4,14,0,32
100,3,0,14,20,3,20,0,14
100,3,0,20,14,3,38,0,38
100,3,0,20,20,4,20,0,20
100,3,0,20,20,4,20,0,26
100,3,0,20,20,6,20,0,20
100,3,0,20,23,3,20,0,38
100,3,0,14,20,4,20,0,26
100,3,0,20,20,6,20,0,50
100,3,0,20,26,3,14,0,26
100,3,0,20,20,7,14,0,20
100,3,0,20,14,4,14,0,20
100,3,0,20,20,8,38,0,26
100,3,0,14,20,3,20,0,14
100,3,0,8,14,3,20,0,14
100,3,0,20,20,4,20,0,44
100,3,0,14,32,5,20,0,20
100,3,0,14,14,6,20,0,20
100,3,0,14,8,2,20,0,41
100,3,0,14,20,5,14,0,29
100,3,0,10,20,4,32,0,20
100,3,0,20,14,3,20,0,32
100,3,0,8,44,6,20,0,14
100,3,0,20,14,3,20,0,14
100,3,0,20,26,2,20,0,14
100,3,0,14,14,3,14,0,32
100,3,0,20,20,3,20,0,20
100,3,0,14,14,5,20,0,44
100,3,0,14,20,3,14,0,14
100,3,0,20,20,2,56,0,20
100,3,0,20,32,3,20,0,14
100,3,0,14,32,5,20,0,20
100,3,0,10,26,3,32,0,56
100,3,0,20,26,3,20,0,26
100,3,0,20,20,4,20,0,20
100,3,0,14,20,5,32,0,30
100,3,0,14,20,3,34,0,20
100,3,0,10,20,8,20,0,20
100,3,0,20,26,4,20,0,14
100,3,0,20,20,6,20,0,20
100,3,0,20,44,9,20,0,10
100,3,0,10,26,4,20,0,26
100,3,0,20,14,5,20,0,20
100,3,0,20,20,4,14,0,20
100,3,0,14,20,7,20,0,38
100,3,0,20,20,5,20,0,35
100,3,0,20,20,3,14,0,20
100,3,0,10,20,3,20,0,14
100,3,0,14,20,6,14,0,38
100,3,0,20,41,5,14,0,41
100,3,0,20,20,4,20,0,38
100,3,0,20,10,4,20,0,14
100,3,0,20,32,5,20,0,26
100,3,0,20,26,5,14,0,14
100,3,0,20,20,3,20,0,20
100,3,0,20,14,3,20,0,14
100,3,0,14,20,2,14,0,10
100,3,0,14,20,3,20,0,26
100,3,0,20,20,7,62,0,20
100,3,0,20,20,3,26,0,20
100,3,0,20,32,4,20,0,14
100,3,0,20,14,4,20,0,20
100,3,0,14,32,2,20,0,20
100,3,0,14,20,7,20,0,20
100,3,0,14,14,4,20,0,14
100,3,0,14,14,3,20,0,50
100,3,0,20,44,4,20,0,44
100,3,0,20,44,4,20,0,26
100,3,0,14,20,5,14,0,14
100,3,0,20,44,0,38,0,20
100,3,0,20,20,3,20,0,42
100,3,0,20,26,6,20,0,14
100,3,0,20,38,4,14,0,26
100,3,0,20,14,4,20,0,14
100,3,0,14,20,4,20,0,14
100,3,0,20,14,7,32,0,38
100,3,0,20,32,4,47,0,14
100,3,0,20,20,4,20,0,20
100,3,0,20,20,5,18,0,38
100,3,0,20,20,3,20,0,20
100,3,0,20,14,3,20,0,20
100,3,0,20,20,4,14,0,50
100,3,0,20,20,4,20,0,20
100,3,0,20,26,2,26,0,26
100,3,0,8,20,3,20,0,44
100,3,0,20,20,5,32,0,14
100,3,0,20,20,6,20,0,14
100,3,0,20,20,2,14,0,14
100,3,0,20,20,3,20,0,14
100,3,0,20,14,4,20,0,20
100,3,0,20,20,5,20,0,14
100,3,0,14,20,2,20,0,14
100,3,0,20,20,2,14,0,10
100,3,0,20,26,4,20,0,14
100,3,0,20,14,7,26,0,34
100,3,0,20,20,3,20,0,14
100,3,0,20,26,5,14,0,38
100,3,0,20,20,8,20,0,38
100,3,0,14,20,2,20,0,20
100,3,0,20,20,5,20,0,20
100,3,0,14,20,3,20,0,20
100,3,0,14,20,2,20,0,20
100,3,0,20,62,6,20,0,38
100,3,0,20,20,3,14,0,14
100,3,0,20,10,2,20,0,20
100,3,0,20,20,3,20,0,10
100,3,0,14,20,2,20,0,14
100,3,0,20,20,6,20,0,14
100,3,0,20,20,4,20,0,14
100,3,0,10,20,5,20,0,32
100,3,0,14,20,4,14,0,14
100,3,0,20,14,2,14,0,14
100,3,0,8,20,4,14,0,26
100,3,0,20,20,4,20,0,26
100,3,0,20,38,2,20,0,20
100,3,0,14,20,5,20,0,26
100,3,0,14,20,5,20,0,14
100,3,0,20,20,2,20,0,14
100,3,0,20,26,3,20,0,14
100,3,0,20,20,2,20,0,20
100,3,0,14,20,5,32,0,18
100,3,0,20,20,8,68,0,26
100,3,0,20,20,5,20,0,34
100,3,0,20,14,4,20,0,14
100,3,0,14,20,4,20,0,20
100,3,0,20,14,3,53,0,18
100,3,0,20,20,2,20,0,20
100,3,0,20,20,4,20,0,14
100,3,0,20,20,4,20,0,20
100,3,0,14,14,5,20,0,20
100,3,0,20,20,2,14,0,20
100,3,0,14,20,4,20,0,14
100,3,0,14,26,4,14,0,32
100,3,0,20,20,3,20,0,20
100,3,0,20,20,3,20,0,26
100,3,0,20,44,5,53,0,26
100,3,0,20,20,5,20,0,20
100,3,0,14,20,5,20,0,32
100,3,0,20,20,3,14,0,14
100,3,0,20,14,2,20,0,26
100,3,0,14,35,4,20,0,32
100,3,0,14,20,3,20,0,20
100,3,0,20,14,5,14,0,8
100,3,0,14,20,6,20,0,18
100,3,0,20,38,3,47,0,20
100,3,0,14,20,4,20,0,20
100,3,0,20,14,5,20,0,14
100,3,0,14,20,4,26,0,20
100,3,0,20,14,3,20,0,20
100,3,0,20,14,6,20,0,20
100,3,0,20,20,8,20,0,52
100,3,0,14,20,4,20,0,14
100,3,0,20,38,2,20,0,20
100,3,0,20,20,8,20,0,20
100,3,0,14,20,4,20,0,20
100,3,0,14,20,4,20,0,20
100,3,0,20,14,3,14,0,20
100,3,0,10,20,2,44,0,20
100,3,0,20,20,2,14,0,20
100,3,0,20,20,2,14,0,26
100,3,0,20,30,6,20,0,20
100,3,0,14,14,2,26,0,14
100,3,0,20,20,6,20,0,20
100,3,0,20,20,4,20,0,20
100,3,0,14,14,2,14,0,14
100,3,0,20,14,5,20,0,14
100,3,0,8,32,3,20,0,14
100,3,0,20,20,4,20,0,14
100,3,0,20,14,1,20,0,14
100,3,0,20,20,8,20,0,6
100,3,0,14,14,3,20,0,26
100,3,0,14,20,8,20,0,20
100,3,0,20,20,4,20,0,14
100,3,0,20,20,3,20,0,26
100,3,0,14,80,4,20,0,14
100,3,0,14,20,3,20,0,14
100,3,0,20,32,6,20,0,44
100,3,0,20,14,2,20,0,32
100,3,0,20,20,3,20,0,20
100,3,0,20,20,4,20,0,14
100,3,0,20,20,4,20,0,20
100,3,0,20,14,5,20,0,14
100,3,0,20,20,4,20,0,20
100,3,0,14,20,4,20,0,44
100,3,0,20,14,5,50,0,20
100,3,0,20,50,4,20,0,38
100,3,0,20,20,5,20,0,32
100,3,0,6,14,4,20,0,20
100,3,0,14,14,4,20,0,20
100,3,0,20,20,2,20,0,14
100,3,0,20,14,3,20,0,20
100,3,0,20,26,2,20,0,38
100,3,0,20,20,2,14,0,14
100,3,0,20,26,3,14,0,20
100,3,0,20,20,8,20,0,14
100,3,0,20,14,9,20,0,38
100,3,0,14,26,4,20,0,20
100,3,0,20,26,4,20,0,20
100,3,0,20,20,4,38,0,20
100,3,0,20,20,2,56,0,14
100,3,0,20,20,5,20,0,14
100,3,0,20,20,5,20,0,29
100,3,0,14,20,3,8,0,20
100,3,0,20,20,6,20,0,14
100,3,0,20,44,6,26,0,44
100,3,0,14,20,3,14,0,14
100,3,0,20,20,3,14,0,26
100,3,0,14,20,4,32,0,14
100,3,0,14,20,3,20,0,20
100,3,0,20,20,3,20,0,20
100,3,0,14,20,5,20,0,20
100,3,0,14,20,4,20,0,68
100,3,0,20,14,3,14,0,20
100,3,0,14,20,4,10,0,20
100,3,0,14,20,4,53,0,14
100,3,0,20,26,6,20,0,74
100,3,0,8,20,2,20,0,20
100,3,0,20,32,3,14,0,14
100,3,0,20,14,4,20,0,42
100,3,0,20,20,5,20,0,41
100,3,0,20,26,5,20,0,14
100,3,0,20,32,2,20,0,20
100,3,0,20,20,3,20,0,56
100,3,0,20,14,1,14,0,20
100,3,0,20,14,4,20,0,14
100,3,0,20,20,2,14,0,58
100,3,0,20,20,5,20,0,26
100,3,0,8,20,4,20,0,20
100,3,0,14,20,4,26,0,79
100,3,0,20,14,1,20,0,41
100,3,0,10,20,4,20,0,26
100,3,0,20,38,6,71,0,20
100,3,0,14,14,2,20,0,18
100,3,0,20,14,4,20,0,20
100,3,0,20,26,4,26,0,14
100,3,0,20,20,5,20,0,44
100,3,0,14,20,3,14,0,20
100,3,0,20,20,3,26,0,16
100,3,0,20,26,6,20,0,20
100,3,0,20,26,2,20,0,20
100,3,0,14,20,7,20,0,32
100,3,0,20,53,6,20,0,26
100,3,0,14,20,4,20,0,34
100,3,0,14,20,3,20,0,20
100,3,0,20,20,5,14,0,20
100,3,0,20,20,4,14,0,20
100,3,0,14,14,3,38,0,56
100,3,0,20,20,8,20,0,38
100,3,0,14,20,3,20,0,20
100,3,0,20,20,4,20,0,34
100,3,0,14,20,4,14,0,14
100,3,0,20,20,3,14,0,41
100,3,0,20,20,3,20,0,20
100,3,0,20,20,3,20,0,32
100,3,0,14,20,3,20,0,20
100,3,0,14,20,4,20,0,44
100,3,0,20,20,2,20,0,14
100,3,0,14,14,6,20,0,38
100,3,0,20,20,3,20,0,20
100,3,0,20,20,3,20,0,58
100,3,0,14,20,2,20,0,20
100,3,0,14,20,5,20,0,20
100,3,0,20,20,6,44,0,20
100,3,0,14,38,3,14,0,20
100,3,0,14,20,4,20,0,20
100,3,0,20,20,3,20,0,20
100,3,0,20,14,3,18,0,23
100,3,0,20,20,6,14,0,14
100,3,0,6,20,5,32,0,26
100,3,0,20,29,5,20,0,20
100,3,0,20,20,5,20,0,14
100,3,0,20,20,2,62,0,14
100,3,0,20,14,3,50,0,65
100,3,0,14,20,6,38,0,20
100,3,0,20,20,4,20,0,20
100,3,0,20,20,5,20,0,26
100,3,0,20,38,3,14,0,34
100,3,0,20,20,2,38,0,14
100,3,0,14,20,9,14,0,38
100,3,0,8,14,4,20,0,14
100,3,0,20,20,2,20,0,20
100,3,0,14,20,4,20,0,32
100,3,0,20,20,5,26,0,20
100,3,0,14,20,7,26,0,20
100,3,0,20,18,4,20,0,32
100,3,0,14,20,5,20,0,10
100,3,0,14,20,4,20,0,18
100,3,0,20,20,4,20,0,20
100,3,0,20,20,3,20,0,14
100,3,0,20,56,5,62,0,41
100,3,0,20,20,3,20,0,29
100,3,0,20,20,3,20,0,26
100,3,0,20,20,3,20,0,26
100,3,0,20,20,6,23,0,44
100,3,0,14,14,4,20,0,32
100,3,0,20,14,3,20,0,14
100,3,0,6,20,1,20,0,20
100,3,0,20,20,4,20,0,20
100,3,0,14,10,4,20,0,32
100,3,0,14,14,4,20,0,20
100,3,0,20,20,4,20,0,44
100,3,0,14,20,4,20,0,10
100,3,0,14,20,4,20,0,20
100,3,0,14,30,3,20,0,14
100,3,0,14,20,4,14,0,14
100,3,0,14,20,3,38,0,37
100,3,0,20,38,3,20,0,14
100,3,0,20,20,3,20,0,26
100,3,0,14,26,3,26,0,32
100,3,0,14,20,10,20,0,44
100,3,0,20,20,4,20,0,20
100,3,0,8,20,3,30,0,32
100,3,0,14,32,3,20,0,22
100,3,0,7,20,2,18,0,26
100,3,0,20,38,3,20,0,14
100,3,0,20,14,5,20,0,20
100,3,0,10,20,5,20,0,28
100,3,0,20,26,3,20,0,20
100,3,0,20,32,4,20,0,20
100,3,0,20,20,2,20,0,20
100,3,0,14,20,3,32,0,20
100,3,0,14,20,11,20,0,26
100,3,0,14,18,3,20,0,32
100,3,0,20,23,7,20,0,20
100,3,0,20,20,4,20,0,14
100,3,0,20,20,4,20,0,20
100,3,0,20,20,6,20,0,32
100,3,0,20,32,5,20,0,38
100,3,0,20,20,4,20,0,20
100,3,0,14,14,3,14,0,14
100,3,0,20,20,5,20,0,20
100,3,0,20,26,3,20,0,20
100,3,0,14,20,5,53,0,20
100,3,0,14,56,1,35,0,20
100,3,0,14,26,2,20,0,20
100,3,0,20,20,2,20,0,14
100,3,0,20,20,3,20,0,20
100,3,0,14,20,4,26,0,20
100,3,0,14,20,2,20,0,20
100,3,0,20,38,3,20,0,41
100,3,0,14,20,4,20,0,20
100,3,0,8,14,3,20,0,41
100,3,0,10,26,2,14,0,14
100,3,0,20,20,6,20,0,20
100,3,0,14,20,4,14,0,14
100,3,0,20,20,2,20,0,42
100,3,0,20,14,2,14,0,20
100,3,0,14,20,8,20,0,20
100,3,0,14,14,4,20,0,14
100,3,0,14,20,3,50,0,53
100,3,0,20,26,3,47,0,32
100,3,0,20,14,2,20,0,20
100,3,0,20,14,3,26,0,18
100,3,0,20,20,9,14,0,38
100,3,0,8,20,2,20,0,20
100,3,0,14,18,5,44,0,20
100,3,0,8,20,3,20,0,20
100,3,0,20,20,3,68,0,62
100,3,0,20,10,3,20,0,14
100,3,0,20,20,3,20,0,44
100,3,0,20,20,3,10,0,36
100,3,0,20,14,2,20,0,20
100,3,0,20,14,6,18,0,38
100,3,0,20,20,2,20,0,14
100,3,0,20,32,2,14,0,38
100,3,0,20,20,3,20,0,20
100,3,0,20,20,3,20,0,14
100,3,0,20,20,4,20,0,14
100,3,0,14,20,4,20,0,20
100,3,0,14,20,5,20,0,38
100,3,0,20,14,5,65,0,20
100,3,0,20,20,3,20,0,32
100,3,0,20,14,6,20,0,20
100,3,0,20,14,3,20,0,32
100,3,0,14,20,7,14,0,32
100,3,0,14,20,5,20,0,35
100,3,0,8,20,4,20,0,20
100,3,0,20,8,5,20,0,14
100,3,0,20,20,3,20,0,14
100,3,0,20,20,2,20,0,68
100,3,0,14,14,3,26,0,26
100,3,0,20,42,2,20,0,18
100,3,0,20,26,3,22,0,10
100,3,0,20,20,2,20,0,14
100,3,0,14,20,4,26,0,20
100,3,0,14,14,4,20,0,20
100,3,2,20,20,8,20,0,38
100,3,0,20,14,5,26,0,34
100,3,0,20,20,3,20,0,20
100,3,0,20,20,3,14,0,26
100,3,0,20,20,10,20,0,34
100,3,0,14,14,3,20,0,32
100,3,0,20,38,3,14,0,10
100,3,0,20,26,4,20,0,20
100,3,0,20,20,2,20,0,14
100,3,0,14,20,3,20,0,18
100,3,0,14,20,4,20,0,20
100,3,0,20,14,4,20,0,14
100,3,0,20,35,6,20,0,14
100,3,0,20,56,4,20,0,26
100,3,0,20,14,2,20,0,50
100,3,0,14,20,4,20,0,38
100,3,0,20,20,5,20,0,20
100,3,0,20,20,5,20,0,38
100,3,0,20,50,4,20,0,26
100,3,0,20,10,6,20,0,14
100,3,0,20,20,6,20,0,38
100,3,0,20,14,3,8,0,8
100,3,0,20,14,4,20,0,14
100,3,0,14,38,3,26,0,14
100,3,0,20,20,2,20,0,20
100,3,0,20,38,5,20,0,14
100,3,0,20,14,5,20,0,20
100,3,0,14,20,2,14,0,20
100,3,0,20,20,4,20,0,20
100,3,0,20,14,4,20,0,20
100,3,0,20,62,5,20,0,20
100,3,0,20,26,2,20,0,20
100,3,0,20,20,4,32,0,20
100,3,0,20,10,3,20,0,32
100,3,0,20,26,1,20,0,14
100,3,0,20,20,2,26,0,26
100,3,0,20,20,1,38,0,14
100,3,0,20,20,5,71,0,20
100,3,0,14,26,5,56,0,14
100,3,0,20,20,4,20,0,20
100,3,0,20,26,3,20,0,20
100,3,0,20,20,2,20,0,47
100,3,0,20,14,3,20,0,20
100,3,0,20,20,7,20,0,20
100,3,0,14,44,5,14,0,38
100,3,0,14,14,3,14,0,32
100,3,0,14,14,2,14,0,26
100,3,0,14,20,4,20,0,20
100,3,0,20,20,3,20,0,20
100,3,0,20,20,3,20,0,20
100,3,0,20,32,5,20,0,14
100,3,0,14,20,3,20,0,20
100,3,0,8,20,7,20,0,71
100,3,0,14,20,2,32,0,26
100,3,0,20,38,5,20,0,41
100,3,0,20,32,2,20,0,20
100,3,0,20,14,4,20,0,20
100,3,0,14,47,3,20,0,14
100,3,0,20,20,6,20,0,14
100,3,0,20,20,3,20,0,20
100,4,0,50,70,7,70,0,169
100,4,0,70,190,3,50,0,70
100,4,0,70,50,3,70,0,90
100,4,0,70,70,5,50,0,130
100,4,0,50,160,4,160,0,78
100,4,0,50,50,4,70,0,70
100,4,0,70,70,6,50,0,170
100,4,0,30,110,5,70,0,26
100,4,0,70,70,4,70,0,90
100,4,0,70,130,6,70,0,50
100,4,0,70,70,3,50,0,130
100,4,0,70,130,2,130,0,110
100,4,0,50,70,4,70,0,170
100,4,0,50,70,6,70,0,50
100,4,0,36,170,6,70,0,50
100,4,0,50,64,2,70,0,130
100,4,0,70,70,6,70,0,238
100,4,0,50,64,5,50,0,50
100,4,0,70,70,9,70,0,120
100,4,0,50,70,9,90,0,150
100,4,0,70,50,4,50,0,36
100,4,0,50,70,10,90,0,70
100,4,0,50,50,3,70,0,50
100,4,0,70,106,3,70,0,90
100,4,0,50,206,6,50,0,50
100,4,0,50,90,4,50,0,36
100,4,0,70,110,7,70,0,50
100,4,0,50,36,3,70,0,50
100,4,0,70,90,4,70,0,106
100,4,0,50,70,11,50,0,106
100,4,0,36,70,4,70,0,70
100,4,0,70,92,2,90,0,70
100,4,0,70,50,6,70,0,70
100,4,0,70,70,3,36,0,72
100,4,0,50,50,7,50,0,174
100,4,0,50,30,7,30,0,50
100,4,2,50,96,6,110,0,36
100,4,0,50,90,2,90,0,70
100,4,0,70,78,5,70,0,78
100,4,0,50,50,3,70,0,100
100,4,0,36,168,5,90,0,50
100,4,0,70,210,8,130,0,174
100,4,0,70,100,4,70,0,110
100,4,0,70,70,4,70,0,70
100,4,0,70,70,2,50,0,70
100,4,0,50,110,3,130,0,50
100,4,0,70,50,5,70,0,78
100,4,0,50,30,5,64,0,90
100,4,0,70,70,6,70,0,70
100,4,0,50,50,6,78,0,190
100,4,0,36,56,2,64,0,50
100,4,0,70,70,3,50,0,70
100,4,0,70,70,3,110,0,70
100,4,0,70,50,2,182,0,70
100,4,0,50,130,6,50,0,70
100,4,0,36,90,4,90,0,90
100,4,0,70,78,3,50,0,110
100,4,0,70,104,5,70,0,70
100,4,0,22,36,4,204,0,150
100,4,0,30,458,7,70,0,36
100,4,0,50,120,5,110,0,64
100,4,0,70,70,2,70,0,70
100,4,0,50,110,5,70,0,174
100,4,0,50,70,5,70,0,99
100,4,1,70,50,4,240,0,57
100,4,0,36,70,4,70,0,90
100,4,0,70,50,8,70,0,78
100,4,0,30,110,5,50,0,90
100,4,0,70,130,4,92,0,100
100,4,0,70,70,8,50,0,70
100,4,0,70,70,4,70,0,50
100,4,0,36,70,3,70,0,50
100,4,0,50,70,3,50,0,50
100,4,0,70,70,5,74,0,50
100,4,0,50,50,2,50,0,50
100,4,0,50,50,5,70,0,110
100,4,0,70,80,4,70,0,80
100,4,0,50,70,3,70,0,70
100,4,0,36,70,3,70,0,70
100,4,0,50,70,6,170,0,238
100,4,0,36,110,3,70,0,36
100,4,0,70,70,2,50,0,130
100,4,0,50,50,5,70,0,90
100,4,0,70,56,7,70,0,130
100,4,0,50,70,7,140,0,142
100,4,0,50,242,4,70,0,50
100,4,0,70,70,3,50,0,50
100,4,0,70,99,2,140,0,140
100,4,0,70,85,4,50,0,70
100,4,0,36,50,5,70,0,210
100,4,0,36,64,2,70,0,70
100,4,0,70,70,6,50,0,64
100,4,0,36,142,3,70,0,70
100,4,0,70,16,5,70,0,210
100,4,0,50,70,2,110,0,70
100,4,0,50,80,4,70,0,50
100,4,0,70,36,2,70,0,64
100,4,0,50,90,7,36,0,64
100,4,0,36,64,3,50,0,70
100,4,0,30,70,4,70,0,50
100,4,0,50,56,4,90,0,90
100,4,0,70,50,4,50,0,64
100,4,0,50,38,4,106,0,99
100,4,0,30,90,4,50,0,70
100,4,0,70,70,2,70,0,36
100,4,0,50,50,4,70,0,90
100,4,0,36,70,3,50,0,30
100,4,0,50,110,3,50,0,130
100,4,0,70,130,5,70,0,307
100,4,0,50,130,4,50,0,70
100,4,0,50,70,6,70,0,36
100,4,0,36,78,4,70,0,30
100,4,0,50,130,5,50,0,174
100,4,0,70,70,5,50,0,50
100,4,0,50,50,3,92,0,70
100,4,0,50,90,3,70,0,70
100,4,0,30,50,2,70,0,110
100,4,0,70,70,4,70,0,70
100,4,0,70,70,3,50,0,70
100,4,0,70,70,2,120,0,50
100,4,0,36,50,4,70,0,90
100,4,0,70,70,6,50,0,150
100,4,0,50,90,2,85,0,50
100,4,0,50,70,7,70,0,70
100,4,0,50,50,4,140,0,50
100,4,0,50,50,3,140,0,50
100,4,0,70,70,5,70,0,70
100,4,0,70,50,2,90,0,50
100,4,0,50,90,3,70,0,70
100,4,0,70,38,4,70,0,70
100,4,0,22,130,5,70,0,50
100,4,0,50,150,5,90,0,90
100,4,0,70,70,3,50,0,50
100,4,0,50,50,4,70,0,70
100,4,0,30,70,3,70,0,50
100,4,0,36,50,4,30,0,160
100,4,0,70,70,4,310,0,70
100,4,0,30,70,4,50,0,92
100,4,0,36,90,4,70,0,130
100,4,0,50,70,6,70,0,66
100,4,0,30,51,4,22,0,141
100,4,0,50,90,9,250,0,70
100,4,0,50,70,6,90,0,22
100,4,0,50,36,8,70,0,90
100,4,0,70,50,4,70,0,50
100,4,0,70,70,6,190,0,153
100,4,0,70,70,3,200,0,90
100,4,0,50,50,6,70,0,50
100,4,0,36,142,6,70,0,64
100,4,0,70,70,7,90,0,163
100,4,0,50,130,3,70,0,184
100,4,0,22,64,4,70,0,50
100,4,0,50,50,2,130,0,130
100,4,0,70,50,7,168,0,130
100,4,0,70,110,2,70,0,64
100,4,0,70,90,4,80,0,132
100,4,0,70,334,4,36,0,78
100,4,0,50,90,5,50,0,36
100,4,0,30,50,2,90,0,50
100,4,0,70,70,4,70,0,50
100,4,0,36,70,8,50,0,148
100,4,0,50,70,4,50,0,50
100,4,0,70,70,7,70,0,50
100,4,0,70,90,3,168,0,70
100,4,0,50,50,1,90,0,50
100,4,0,50,50,3,70,0,50
100,4,0,50,70,4,70,0,180
100,4,0,50,110,3,90,0,90
100,4,0,50,90,4,70,0,70
100,4,0,50,70,4,192,0,90
100,4,0,70,70,11,310,0,110
100,4,0,22,90,4,50,0,50
100,4,0,30,70,3,70,0,100
100,4,0,70,70,3,70,0,70
100,4,0,70,190,8,70,0,150
100,4,0,50,50,5,110,0,150
100,4,0,50,50,4,70,0,50
100,4,0,50,78,3,50,0,36
100,4,0,50,78,4,50,0,130
100,4,0,70,106,4,170,0,120
100,4,0,30,92,6,110,0,50
100,4,0,50,70,3,92,0,170
100,4,0,50,78,5,50,0,70
100,4,0,50,90,5,50,0,90
100,4,0,50,130,6,50,0,57
100,4,0,36,106,4,70,0,70
100,4,0,50,64,4,70,0,90
100,4,0,30,36,4,70,0,70
100,4,0,70,170,4,70,0,70
100,4,0,50,50,4,70,0,70
100,4,0,30,70,7,310,0,78
100,4,0,50,50,6,50,0,92
100,4,0,70,70,7,210,0,110
100,4,0,70,70,4,130,0,70
100,4,0,30,130,6,70,0,70
100,4,0,50,70,3,70,0,96
100,4,0,70,70,3,50,0,116
100,4,0,36,150,3,146,0,103
100,4,0,50,50,1,130,0,90
100,4,0,50,100,2,36,0,36
100,4,0,50,70,6,70,0,70
100,4,0,36,70,2,50,0,70
100,4,0,70,70,3,110,0,46
100,4,0,50,70,4,79,0,112
100,4,0,50,90,3,90,0,268
100,4,0,50,50,4,70,0,120
100,4,0,70,50,8,70,0,50
100,4,0,50,90,5,50,0,50
100,4,0,30,250,3,50,0,70
100,4,0,50,50,11,50,0,36
100,4,0,16,50,7,70,0,78
100,4,0,50,70,4,70,0,50
100,4,0,50,70,7,70,0,50
100,4,0,50,50,3,30,0,190
100,4,0,70,50,6,70,0,90
100,4,0,50,190,3,70,0,50
100,4,0,70,50,6,110,0,36
100,4,0,70,70,5,70,0,64
100,4,0,70,70,10,50,0,90
100,4,0,50,150,5,70,0,36
100,4,0,50,130,4,64,0,50
100,4,0,26,150,4,50,0,99
100,4,0,50,70,4,70,0,64
100,4,0,50,70,4,712,0,92
100,4,0,50,80,6,100,0,78
100,4,0,70,70,5,180,0,92
100,4,0,50,50,5,36,0,130
100,4,0,36,70,4,70,0,70
100,4,0,70,90,2,70,0,106
100,4,0,70,70,5,90,0,78
100,4,0,50,50,3,70,0,70
100,4,0,50,36,3,50,0,50
100,4,0,70,110,3,50,0,240
100,4,0,70,70,3,70,0,50
100,4,0,70,110,2,50,0,149
100,4,0,70,70,7,180,0,70
100,4,0,70,50,3,70,0,50
100,4,0,70,64,5,64,0,206
100,4,0,50,64,6,70,0,90
100,4,0,70,130,4,180,0,50
100,4,0,50,70,5,170,0,160
100,4,0,70,36,4,50,0,70
100,4,0,50,50,3,50,0,90
100,4,0,70,50,3,50,0,50
100,4,0,50,50,7,50,0,50
100,4,0,50,70,4,50,0,70
100,4,0,50,90,3,30,0,91
100,4,0,50,46,2,50,0,36
100,4,0,50,116,4,70,0,130
100,4,0,70,50,3,70,0,50
100,4,0,70,110,4,50,0,142
100,4,0,50,90,4,70,0,100
100,4,0,50,70,4,110,0,70
100,4,0,70,150,5,50,0,90
100,4,0,70,134,7,70,0,70
100,4,0,50,100,4,50,0,70
100,4,0,50,50,1,70,0,36
100,4,0,70,140,3,70,0,70
100,4,0,50,50,3,90,0,64
100,4,0,70,110,4,36,0,168
100,4,0,50,70,4,70,0,50
100,4,0,50,70,3,70,0,36
100,4,0,70,50,4,70,0,70
100,4,0,26,90,3,70,0,50
100,4,0,70,36,3,70,0,36
100,4,0,70,70,7,92,0,64
100,4,0,50,70,5,90,0,110
100,4,0,36,90,3,36,0,36
100,4,0,50,99,2,70,0,70
100,4,0,70,70,2,70,0,70
100,4,0,12,50,3,70,0,50
100,4,0,70,70,4,70,0,90
100,4,0,70,70,6,36,0,22
100,4,0,50,50,3,70,0,150
100,4,0,50,50,3,110,0,110
100,4,0,70,70,4,70,0,50
100,4,0,50,190,3,160,0,170
100,4,0,70,70,5,30,0,90
100,4,0,70,50,8,190,0,190
